text,label,sentiment,word_count,avg_word_length,original_label,split,text_original,text_clean,token_count,text_length_clean,word_count_clean,avg_word_length_clean
twittldotcom using single or double quotes on the title screws up the text,0,negative,13,5.6923076923076925,0,test,twittldotcom using single or double quotes on the title screws up the text,twittldotcom using single or double quotes on the title screws up the text,13,74,13,4.769230769230769
weddings in one day im so exhausted will be having a little get together with the family tonight at home,1,positive,20,5.2,4,test,weddings in one day im so exhausted will be having a little get together with the family tonight at home,weddings in one day im so exhausted will be having a little get together with the family tonight at home,20,104,20,4.25
should i cut my bangs or leave them be im glad this is my biggest dilema right now,1,positive,18,4.555555555555555,4,test,should i cut my bangs or leave them be im glad this is my biggest dilema right now,should i cut my bangs or leave them be im glad this is my biggest dilema right now,18,82,18,3.611111111111111
is about to watch american idol,1,positive,6,5.166666666666667,4,test,is about to watch american idol,is about to watch american idol,6,31,6,4.333333333333333
is craving chocolate like he is on a period,0,negative,9,4.777777777777778,0,test,is craving chocolate like he is on a period,is craving chocolate like he is on a period,9,43,9,3.888888888888889
i have over updates im cool hehe,1,positive,7,4.571428571428571,4,test,i have over updates im cool hehe,i have over updates im cool hehe,7,32,7,3.7142857142857144
the day i was planing on doing my work i havent i leave everything to the last minuet,0,negative,18,4.722222222222222,0,test,the day i was planing on doing my work i havent i leave everything to the last minuet,the day i was planing on doing my work i havent i leave everything to the last minuet,18,85,18,3.7777777777777777
riandawson plzz come bak to japan soon hope u liked the shibuya keychain,1,positive,13,5.538461538461538,4,test,riandawson plzz come bak to japan soon hope u liked the shibuya keychain,riandawson plzz come bak to japan soon hope u liked the shibuya keychain,13,72,13,4.615384615384615
has the illest elish polow at boro khalas she maade so much for us wow yumm,1,positive,16,4.6875,4,test,has the illest elish polow at boro khalas she maade so much for us wow yumm,has the illest elish polow at boro khalas she maade so much for us wow yumm,16,75,16,3.75
im so bored but oh so tired what should i dooooooo michaelkohhh save meeee kohkohpuff,0,negative,15,5.666666666666667,0,test,im so bored but oh so tired what should i dooooooo michaelkohhh save meeee kohkohpuff,im so bored but oh so tired what should i dooooooo michaelkohhh save meeee kohkohpuff,15,85,15,4.733333333333333
doing geography homework yay,0,negative,4,7.0,0,test,doing geography homework yay,doing geography homework yay,4,28,4,6.25
that was like the best bath everin there jammin to all my songs made me realizei think im in loveomg,0,negative,20,5.0,0,test,that was like the best bath everin there jammin to all my songs made me realizei think im in loveomg,that was like the best bath everin there jammin to all my songs made me realizei think im in loveomg,20,100,20,4.05
im thinking lion bars have declined in quality over recent years,0,negative,11,5.818181818181818,0,test,im thinking lion bars have declined in quality over recent years,im thinking lion bars have declined in quality over recent years,11,64,11,4.909090909090909
bendyclaire her name is based on her past she is covered in scars which of course cannot be hidden she isnt a cock at all,0,negative,25,4.84,0,test,bendyclaire her name is based on her past she is covered in scars which of course cannot be hidden she isnt a cock at all,bendyclaire her name is based on her past she is covered in scars which of course cannot be hidden she isnt a cock at all,25,121,25,3.88
keithonstone i agree the only problem is that many people who are going to upa arent registered on crowdvine yet,0,negative,20,5.6,0,test,keithonstone i agree the only problem is that many people who are going to upa arent registered on crowdvine yet,keithonstone i agree the only problem is that many people who are going to upa arent registered on crowdvine yet,20,112,20,4.65
camilleramos kitsunechie hehe yeah we r had a nice chat lastime will be online m next week vacation time yay,1,positive,20,5.4,4,test,camilleramos kitsunechie hehe yeah we r had a nice chat lastime will be online m next week vacation time yay,camilleramos kitsunechie hehe yeah we r had a nice chat lastime will be online m next week vacation time yay,20,108,20,4.45
evixo thanks yeah im trying to do just that now sending out stuff to my contacts hopefully something comes back,1,positive,20,5.55,4,test,evixo thanks yeah im trying to do just that now sending out stuff to my contacts hopefully something comes back,evixo thanks yeah im trying to do just that now sending out stuff to my contacts hopefully something comes back,20,111,20,4.6
back at uni got two lectures today,0,negative,7,4.857142857142857,0,test,back at uni got two lectures today,back at uni got two lectures today,7,34,7,4.0
trish thats good then,1,positive,4,5.25,4,test,trish thats good then,trish thats good then,4,21,4,4.5
myweakness cuddling and cupcakes,1,positive,4,8.0,4,test,myweakness cuddling and cupcakes,myweakness cuddling and cupcakes,4,32,4,7.25
apparently i have the hands of a year old male,0,negative,10,4.6,0,test,apparently i have the hands of a year old male,apparently i have the hands of a year old male,10,46,10,3.7
i keep getting chain mail and those chain mails threaten death if i dont keep going eww,0,negative,17,5.117647058823529,0,test,i keep getting chain mail and those chain mails threaten death if i dont keep going eww,i keep getting chain mail and those chain mails threaten death if i dont keep going eww,17,87,17,4.176470588235294
eating maltesers haha chocolates mmm,1,positive,5,7.2,4,test,eating maltesers haha chocolates mmm,eating maltesers haha chocolates mmm,5,36,5,6.4
lworddownunder thanks for the add,1,positive,5,6.6,4,test,lworddownunder thanks for the add,lworddownunder thanks for the add,5,33,5,5.8
okay so im glad i called,1,positive,6,4.0,4,test,okay so im glad i called,okay so im glad i called,6,24,6,3.1666666666666665
i was oblivious to a bike press conference at eastside esplanade head at steel bridge this am report is they handed out free bike bells,0,negative,25,5.4,0,test,i was oblivious to a bike press conference at eastside esplanade head at steel bridge this am report is they handed out free bike bells,i was oblivious to a bike press conference at eastside esplanade head at steel bridge this am report is they handed out free bike bells,25,135,25,4.44
jeshopper i misssssssss you immensely i feel like i havent seentalked to you in ages,0,negative,15,5.6,0,test,jeshopper i misssssssss you immensely i feel like i havent seentalked to you in ages,jeshopper i misssssssss you immensely i feel like i havent seentalked to you in ages,15,84,15,4.666666666666667
docadams well i loved the first so ill jump straight on this one,1,positive,13,4.923076923076923,4,test,docadams well i loved the first so ill jump straight on this one,docadams well i loved the first so ill jump straight on this one,13,64,13,4.0
look what im stuck doing at sherwinwilliams i have to put all this stuff up myself,0,negative,16,5.125,0,test,look what im stuck doing at sherwinwilliams i have to put all this stuff up myself,look what im stuck doing at sherwinwilliams i have to put all this stuff up myself,16,82,16,4.1875
miss pixel amp i are headed to the office for our last day,0,negative,13,4.461538461538462,0,test,miss pixel amp i are headed to the office for our last day,miss pixel amp i are headed to the office for our last day,13,58,13,3.5384615384615383
alright that was fun just took marley on a quick run,1,positive,11,4.727272727272728,4,test,alright that was fun just took marley on a quick run,alright that was fun just took marley on a quick run,11,52,11,3.8181818181818183
wow these girls actually walk home from school alone now cell phones are wonderful what a week of milestones they cooked alone also,1,positive,23,5.695652173913044,4,test,wow these girls actually walk home from school alone now cell phones are wonderful what a week of milestones they cooked alone also,wow these girls actually walk home from school alone now cell phones are wonderful what a week of milestones they cooked alone also,23,131,23,4.739130434782608
well gawker just shot that rumor down so no real cat like moves for me,0,negative,15,4.666666666666667,0,test,well gawker just shot that rumor down so no real cat like moves for me,well gawker just shot that rumor down so no real cat like moves for me,15,70,15,3.7333333333333334
jacobswolf yay and the sea saw,1,positive,6,5.0,4,test,jacobswolf yay and the sea saw,jacobswolf yay and the sea saw,6,30,6,4.166666666666667
i will soon have everyone listerning to paris hilton,1,positive,9,5.777777777777778,4,test,i will soon have everyone listerning to paris hilton,i will soon have everyone listerning to paris hilton,9,52,9,4.888888888888889
vicstar i know ive done loads since the tour started dads coming to paint ceiling so doubt ill get any done during day today,0,negative,24,5.166666666666667,0,test,vicstar i know ive done loads since the tour started dads coming to paint ceiling so doubt ill get any done during day today,vicstar i know ive done loads since the tour started dads coming to paint ceiling so doubt ill get any done during day today,24,124,24,4.208333333333333
im having hot amp cold flashes again cant sleep fuck this flu ughhhh,0,negative,13,5.230769230769231,0,test,im having hot amp cold flashes again cant sleep fuck this flu ughhhh,im having hot amp cold flashes again cant sleep fuck this flu ughhhh,13,68,13,4.3076923076923075
doesnt want to leave sushi alone tonight,0,negative,7,5.714285714285714,0,test,doesnt want to leave sushi alone tonight,doesnt want to leave sushi alone tonight,7,40,7,4.857142857142857
